MATERIAL	DESC_MAT	QTDE	X	Y	Z	ENDERECO
41341	CABO DE ALIMENTACAO USB DE 5 METROS PARA CAMERA XI	2,00	I	024	2	I0242
63029	SOQUETE PARA RELE 8 PINO S - ROCKWELL() SOQUETE PA	10,00	I	024	2	I0242
63035	BASE RELE 700-HK, 16 AMPS SPDT, TERM. PARAFUSO - R	10,00	I	024	2	I0242
A33842	A33842-MOTOR ELETRICO TRIFASICO, DE INDUCAO DE COR	1,00	I	024	4	I0244
A79548	A79548-MOTOR ELETRICO TRIFASICO DE INDUCAO DE CORR	1,00	I	024	4	I0244
147988	147988-VALVULA DIRECIONAL 3500PSI 15GPM, HYD 2P4W	3,00	I	024	4	I0244
162275	162275- TERMINAL DE CONEXAO PARA ALIMENTACAO DO SE	1,00	I	024	4	I0244
58117	CAMISA M COM ELASTANO E PROTECAO 35UV CAMISA ALTA	72,00	I	024	5	I0245
58123	CAMISA G COM ELASTANO E PROTECAO 35UV CAMISA ALTA	74,00	I	024	5	I0245
58130	CAMISA GG COM ELASTANO E PROTECAO 35UV CAMISA ALTA	48,00	I	024	5	I0245
112954	112954-MODULO DE CONTROLADOR PROGRAMAVEL PARA USO	1,00	I	025	2	I0252
122844	5 - WF2126 - FILTRO DE ARREFECIMENTO	7,00	I	025	2	I0252
148464	ELEMENTO FILTRANTE DE AR PRIMARIO, REF. LORAM 1484	4,00	I	025	2	I0252
171357	FILTRO DE AGUA PARA REFRIGERACAO DO MOTOR PARA USO	6,00	I	025	2	I0252
207515	FUEL FILTER 4 - FF5782NN - FILTRO DE COMBUSTIVEL	3,00	I	025	2	I0252
211582	211582-ELEMENTO FILTRANTE DO FILTRO DE AR PARA USO	20,00	I	025	2	I0252
231714	FILTRO DE COMBUSTIVEL; 3 MICRON 5 - FF63010 - FILT	2,00	I	025	2	I0252
241196	CONJUNTO CONSTITUIDO DE BOMBA HIDRAULICA COM MOTOR	1,00	I	025	2	I0252
54362	TORNEIRA ANGULAR P TONEIRA ANG.CEXAUSTAO PUNHO REM	2,00	I	025	2	I0252
56592	OLEO LUBRIFICANTEROTO XTEND DUTY F 20L OLEO LUBRIF	1,00	I	025	2	I0252
105970	CENTRO DO MOTOR DO LIMPADOR DE PARABRISA, REF. LOR	1,00	I	025	3	I0253
162906	ENCODER OTICO 100 CT, MONTAGEM EM EIXO, REF. LORAM	1,00	I	025	3	I0253
169002	MODULO CORTADOR DE ARMADURA - 800VDC 1000A, REF. 1	1,00	I	025	3	I0253
171788	171788-PARACHOQUE 1.01,ALTURA LIVRE REF. LORAM 171	10,00	I	025	3	I0253
206370	CILINDRO HIDRAULICO 2.50B X 1.50R, 12.00 EYE CLVS,	1,00	I	025	3	I0253
B65877	B65877-MOTOR ELETRICO 30 HP, 1800 RPM/286TC C/ PES	1,00	I	025	4	I0254
116798	116798-TRANSFORMADOR MODELO 10KVA, 240X480-120/240	1,00	I	025	4	I0254
124354	124354-REGULADOR DE VOLTAGEM DE TENSAO PARA MAQUIN	1,00	I	025	4	I0254
233762	233762-DISJUNTOR 70A 3P 480V, TERMICO FIXO MAGNETI	2,00	I	025	4	I0254
254058	254058-FAROL LED PAR56, 24VDC 77W AQUECIDO VNSP UT	1,00	I	025	4	I0254
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	J	001	1	J0011
H28919	FILTRO DE SEGURANCA, REF. LORAM H28919 6 - P114931	31,00	J	003	6	J0036
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	J	006	1	J0061
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	J	006	1	J0061
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	J	010	1	J0101
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	J	011	1	J0111
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	J	014	1	J0141
229893	TOTAL MULTIS COMPLEX EP 2.18 KG	19,00	J	014	2	J0142
156661	CONJUNTO COMPUTADOR GPS/TOBQ, REF. LORAM 156661, P	1,00	J	014	3	J0143
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	J	016	1	J0161
229893	TOTAL MULTIS COMPLEX EP 2.18 KG	24,00	J	016	2	J0162
214968	FUEL FILTER  SPIN ON 5 - P568666 - FILTRO COMBUSTI	28,00	J	017	1	J0171
228406	1 - P570248 - FILTRO COMBUSTIVEL	30,00	J	017	1	J0171
36587	CHAVE DE IMPACTO 3/4 A BATERIA 20V MAX DCF897 DEWA	2,00	J	017	1	J0171
B68693	B68693- BOMBA HIDRAULICA, UTILIZADA PARA FORNECER	1,00	J	018	1	J0181
125692	125692-RETIFICADOR DE CORRENTE ELETRICA PARA MAQUI	1,00	J	018	1	J0181
163339	REGUA MEDIDORA DE PERFIL DE TRILHOS 63.00 REF. LOR	2,00	J	018	1	J0181
168800	REGULADOR DE VOLTAGEM 63VDC, 7A, REF. LORAM 168800	1,00	J	018	1	J0181
169932	169932-FILTRO DE AR DE PAPEL PLISSADO PARA MAQUINA	8,00	J	018	1	J0181
169932	169932-FILTRO DE AR DE PAPEL PLISSADO PARA MAQUINA	2,00	J	018	1	J0181
173779	173779-MODULO PLC(CLP) 1756, CONTROLADOR CONTROLLO	1,00	J	018	1	J0181
203276	203276-VALVULA DE BLOQUEIO DE AR ROTATIVO DE 4 POL	1,00	J	018	1	J0181
206831	206831-VALVULA DIRECIONAL PARA TRANSMISSAO OLEO HI	1,00	J	018	1	J0181
207517	207517-MOTOR ALTERNADOR 24V - 140A PARA USO NO SET	1,00	J	018	1	J0181
236305	236305-MODULO DO CONTROLADOR LOGICO PROGRAMAVEL PA	1,00	J	018	1	J0181
36038	BOMBA HIDRAULICA VH-ISSO-AP-32L	1,00	J	018	1	J0181
158920	158920-MOTOR REDUTOR, UTILIZADO PARA REDUZIR A VEL	1,00	J	018	2	J0182
58241	CALCA JEANS G CALCA JEANS LORAM M C/ ELASTANO G PE	260,00	J	018	4	J0184
34023	FILTRO CARTUCHO THERMOWEB P034015-016-190 ELEMENTO	6,00	J	019	1	J0191
103196	UCON (TM) HYDROLUBE HP-5046D (I) UCON (TM) HYDROLU	2,00	J	020	1	J0201
58264	CALCAS JEANS XG CALCA JEANS LORAM M C/ ELASTANO XG	67,00	J	020	6	J0206
A61048	A61048-ALTERNADOR 24V, 35A PARA MAQUINA FERROVIARI	1,00	J	021	1	J0211
A85878	A85878-VALVULA DE ALIVIO ABDX PARA MAQUINA FERROVI	1,00	J	021	1	J0211
A85879	A85879-VALVULA DE ALIVIO ABDX PARA MAQUINA FERROVI	1,00	J	021	1	J0211
116121	ENCODER OPTICAL 2000 CT; BLIND SHAFT MOUNT	1,00	J	021	1	J0211
118244	CIRCUITO ELETRICO DE PROTECAO SOBVOLTAGEM 120 VAC,	1,00	J	021	1	J0211
123665	CONT MS 55A 3P; 24VDC COIL	1,00	J	021	1	J0211
132107	132107-INTERRUPTOR DS 600V 3P 16A, NAO FUSIVEL PAR	1,00	J	021	1	J0211
147996	147996-VALVULA DIRECIONAL 5000PSI 5GPM, HYD 2P4W D	1,00	J	021	1	J0211
148465	148465-FILTRO DE OLEO DO COMPRESSOR PARA USO NO SE	6,00	J	021	1	J0211
151452	151452-FILTRO DE AR PARA MOTOR DE MAQUINA FERROVIA	25,00	J	021	1	J0211
163020	VALVULA TIPO BORBOLETA UTILIZADA NO SETOR FERROVIA	1,00	J	021	1	J0211
18521	MALETAS DE ANEL ORING - POLEGADA+MILIMETRO 810PCS	2,00	J	021	1	J0211
237792	237792-VALVULA BORBOLETA 2,00 IN, SPR RETORNO PNEU	2,00	J	021	1	J0211
239752	239752-DISJUNTOR 100A 3 P 600V, PARA USO NO SETOR	1,00	J	021	1	J0211
36848	RADIO PORTATIL, REF: F3261DT RADIO PORTATIL, REF:	2,00	J	021	1	J0211
36854	CARREGADOR DE BATERIA CARREGADOR DE BATERIA, REF:	2,00	J	021	1	J0211
44180	INVERSOR DE TENSAO 6000W PICO 12000W 24V 220V/V AU	1,00	J	021	1	J0211
50922	CORREIA 7E-7645 CORREIA SUJEITO A ICMS E SUB.TRIB.	2,00	J	021	1	J0211
33.02.014	CINTO PARAQUEDISTA MG 1891E CINTURAO POLISTER 4PT	1,00	J	021	2	J0212
33.04.001	TALABARTE MG MULT C/ABSORV. FITA AM 1892A TALABART	20,00	J	021	2	J0212
45505	LANTERNA 7 LEDS RECARREGAVEL BIVOLT LRV 180 LANTER	20,00	J	021	2	J0212
52965	OCULOS DE PROTECAO ESCURO SPARROW STANDARD OCULOS	94,00	J	021	2	J0212
53002	LUVA DE PROTECAO PARA PRODUTOS QUIMICOS LUVA NITRI	6,00	J	021	2	J0212
68.02.001	PERNEIRA COURO 3 TALAS S/FURO VELCRO PERNEIRA PREM	6,00	J	021	2	J0212
73.01.092	MACACAO EDGE 67-200 MOD 111 S (P) MACACAO TYVEK DU	6,00	J	021	2	J0212
73.01.092	MACACAO EDGE 67-200 MOD 111 S (P) MACACAO TYVEK DU	2,00	J	021	2	J0212
73.01.093	MACACAO EDGE 67-200 MOD 111 M (M) MACACAO TYVEK DU	13,00	J	021	2	J0212
58212	CALCA JEANS PP CALCA JEANS LORAM M C/ ELASTANO PP	48,00	J	021	6	J0216
58235	CALCA JEANS M CALCA JEANS LORAM M C/ ELASTANO M PE	129,00	J	021	6	J0216
A36970	CONTATOR DE CAMPO, 1.200 AMP, PARA MEDICAO DE POTE	1,00	J	022	1	J0221
106021	2 - REP07DNP - RESPIRO DE AR ROSCA 3/4NPT PRESSURI	5,00	J	022	1	J0221
106021	2 - REP07DNP - RESPIRO DE AR ROSCA 3/4NPT PRESSURI	2,00	J	022	1	J0221
108541	FONTE DE ALIMENTACAO COM BATERIA E CABO DE CONEXAO	1,00	J	022	1	J0221
113622	MODULO OTICO DE INTERFACE DO ENCODER ISOLADOR, REF	1,00	J	022	1	J0221
113802	PLUGUE FEMEA POSILOK VERDE	1,00	J	022	1	J0221
148465	148465-FILTRO DE OLEO DO COMPRESSOR PARA USO NO SE	11,00	J	022	1	J0221
160499	VALVULA 4 VIAS SINGLE SOL W/DIN CONECTOR, REF. LOR	2,00	J	022	1	J0221
162906	ENCODER OTICO 100 CT, MONTAGEM EM EIXO, REF. LORAM	2,00	J	022	1	J0221
168800	REGULADOR DE VOLTAGEM 63VDC, 7A, REF. LORAM 168800	1,00	J	022	1	J0221
234387	ELEMENTO FILTRANTE, DBE-10, REF. LORAM 234387, PAR	8,00	J	022	1	J0221
269011	CABO USB 2.0A TO B,50 FT, PVC PRETO JACKET PARA US	4,00	J	022	1	J0221
108541	FONTE DE ALIMENTACAO COM BATERIA E CABO DE CONEXAO	2,00	J	023	2	J0232
153160	ELEMENTO FILTRANTE DE AR SECUNDARIO, REF. LORAM 15	10,00	J	023	2	J0232
33.02.014	CINTO PARAQUEDISTA MG 1891E CINTURAO POLISTER 4PT	14,00	J	023	2	J0232
58258	CALCAS JEANS GG CALCA JEANS LORAM M C/ ELASTANO GG	96,00	J	024	6	J0246
238832	EVAPORADOR 18K BTU, AR CONDICIONADO SPLIT PARA USO	2,00	J	025	5	J0255
58229	CALCA JEANS P CALCA JEANS LORAM M C/ ELASTANO P PE	87,00	J	026	6	J0266
122846	ELEMENT AIR SAFETY FILTER 6 - AF25545 - FILTRO DE	21,00	J	026	7	J0267
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	36,00	K	001	1	K0011
103196	UCON (TM) HYDROLUBE HP-5046D (I) UCON (TM) HYDROLU	3,00	K	002	3	K0023
44316	TOALHAS INDUSTRIAIS PADRAO AZUL TOALHAS INDUSTRIAI	800,00	K	002	6	K0026
100563	CARTAO DRIVER DE VALVULA, PLC LOCKER ASSY LH RH, P	7,00	K	003	3	K0033
101654	101654-TERMINAL DESCONEXAO RAPIDA UTILIZADO NO SET	2,00	K	003	3	K0033
114354	PLC MOD ANALOG OUTPUT; 8 VOLTAGE/CURRENT OUTPUTS	1,00	K	003	3	K0033
123663	123663-CONTATOR ARRANQUE MOTOR 16A 480V 3 POLOS 24	1,00	K	003	3	K0033
156742	156742-SENSOR DE LIMITE 1NO 1NC, EMBOLO SUPERIOR R	1,00	K	003	3	K0033
206263	CONJUNTO CABO MONTADO 15 PES DE FEEDBACK, BLINDADO	1,00	K	003	3	K0033
206370	CILINDRO HIDRAULICO 2.50B X 1.50R, 12.00 EYE CLVS,	7,00	K	003	3	K0033
238766	238766-VALVULA PROPORCIONAL D03 4W 7.9 GPM OBE 24V	1,00	K	003	3	K0033
259819	259819-DISJUNTOR 1.6V, 2.5A PARA USO NO SETOR FERR	1,00	K	003	3	K0033
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	K	006	1	K0061
H28919	FILTRO DE SEGURANCA, REF. LORAM H28919 6 - P114931	12,00	K	007	2	K0072
228406	1 - P570248 - FILTRO COMBUSTIVEL	2,00	K	007	2	K0072
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	K	009	1	K0091
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	K	010	1	K0101
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	K	011	1	K0111
122846	ELEMENT AIR SAFETY FILTER 6 - AF25545 - FILTRO DE	12,00	K	013	6	K0136
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	K	016	1	K0161
MAN-JAQ-OP0 PP	JAQUETA MODELO BASICO PP - NYLON PARAQUEDAS IPERME	4,00	K	019	1	K0191
114351	PLC MOD DIGITAL OUTPUT; 16 CONTACT OUTPUTS 2 AMPS	1,00	K	020	1	K0201
114351	PLC MOD DIGITAL OUTPUT; 16 CONTACT OUTPUTS 2 AMPS	1,00	K	020	1	K0201
114352	PLC ENTRADA ANALOGICA, 16 EXTREMIDADE UNICA 8 DIFF	1,00	K	020	1	K0201
114352	PLC ENTRADA ANALOGICA, 16 EXTREMIDADE UNICA 8 DIFF	2,00	K	020	1	K0201
117076	CONNECTOR BNC PLUG; CONTROLNET CABLE CONECTOR COAX	2,00	K	020	1	K0201
123402	PLC POWER SUPPLY 24VDC; 75W OUTPUT @ 60 DEG C FONT	1,00	K	020	1	K0201
124466	MOBIL MOBILITH SHC 220 BD	4,00	K	020	1	K0201
126450	CONT MS 480V 4NO AUX; FRONT MOUNT BLOCO CONTATO AU	1,00	K	020	1	K0201
126991	3 - LF9070 - FILTRO OLEO LUBRIF VENTURI COMBO-MOTO	4,00	K	020	1	K0201
128270	PLC 1794 DIGITAL INPUT; 16 24VDC INPUTS MODULO DE	1,00	K	020	1	K0201
171357	FILTRO DE AGUA PARA REFRIGERACAO DO MOTOR PARA USO	8,00	K	020	1	K0201
178422	178422-FONTE DE ALIMENTACAO 480/24 40A, REF. LORAM	1,00	K	020	1	K0201
178422	178422-FONTE DE ALIMENTACAO 480/24 40A, REF. LORAM	1,00	K	020	1	K0201
245675	245675-PROTETOR DE SOBRECARGA ELETRICA COM 6-60A 4	3,00	K	020	1	K0201
267928	DISJUNTOR ASSY 800A 3P 600V; XT6 FRAME W/LOCK, COM	1,00	K	020	1	K0201
41654	FERRAMENTA DE CORTAR FILTRO FCFOCK	1,00	K	020	1	K0201
148464	ELEMENTO FILTRANTE DE AR PRIMARIO, REF. LORAM 1484	22,00	K	021	1	K0211
153160	ELEMENTO FILTRANTE DE AR SECUNDARIO, REF. LORAM 15	14,00	K	021	1	K0211
242972	LUBE OIL FILTER - FLEETGUARD 3 - LF9070 - FILTRO O	12,00	K	021	1	K0211
122846	ELEMENT AIR SAFETY FILTER 6 - AF25545 - FILTRO DE	14,00	K	021	6	K0216
100563	CARTAO DRIVER DE VALVULA, PLC LOCKER ASSY LH RH, P	1,00	K	022	1	K0221
122844	5 - WF2126 - FILTRO DE ARREFECIMENTO	12,00	K	022	1	K0221
122844	5 - WF2126 - FILTRO DE ARREFECIMENTO	7,00	K	022	1	K0221
122844	5 - WF2126 - FILTRO DE ARREFECIMENTO	11,00	K	022	1	K0221
153160	ELEMENTO FILTRANTE DE AR SECUNDARIO, REF. LORAM 15	2,00	K	022	1	K0221
162906	ENCODER OTICO 100 CT, MONTAGEM EM EIXO, REF. LORAM	2,00	K	022	1	K0221
44316	TOALHAS INDUSTRIAIS PADRAO AZUL TOALHAS INDUSTRIAI	200,00	K	022	1	K0221
44316	TOALHAS INDUSTRIAIS PADRAO AZUL TOALHAS INDUSTRIAI	300,00	K	022	1	K0221
114354	PLC MOD ANALOG OUTPUT; 8 VOLTAGE/CURRENT OUTPUTS	3,00	K	022	2	K0222
12.03.013	MASCARA FACIAL SILICONE OPTIFIT 6500 M RESPIRADOR	6,00	K	022	2	K0222
148465	148465-FILTRO DE OLEO DO COMPRESSOR PARA USO NO SE	13,00	K	022	2	K0222
33.04.001	TALABARTE MG MULT C/ABSORV. FITA AM 1892A TALABART	18,00	K	022	2	K0222
56882	CAPACETE V-GARD CLASSE B TIPO II AZUL, LOGO LORAM-	5,00	K	022	2	K0222
228406	1 - P570248 - FILTRO COMBUSTIVEL	4,00	K	022	3	K0223
59588	OLEO CAT 200L CAT DEQ-ULS 200L FCI: ADF03C5C-AFBE-	1,00	K	023	2	K0232
H28919	FILTRO DE SEGURANCA, REF. LORAM H28919 6 - P114931	12,00	K	026	3	K0263
171357	FILTRO DE AGUA PARA REFRIGERACAO DO MOTOR PARA USO	6,00	K	026	3	K0263
207515	FUEL FILTER 4 - FF5782NN - FILTRO DE COMBUSTIVEL	12,00	K	026	3	K0263
214968	FUEL FILTER  SPIN ON 5 - P568666 - FILTRO COMBUSTI	12,00	K	026	3	K0263
231714	FILTRO DE COMBUSTIVEL; 3 MICRON 5 - FF63010 - FILT	2,00	K	026	3	K0263
234995	FILTRO DE OLEO LUBRIFICANTE DO MOTOR PARA USO EM M	8,00	K	026	3	K0263
242972	LUBE OIL FILTER - FLEETGUARD 3 - LF9070 - FILTRO O	2,00	K	026	3	K0263
103196	UCON (TM) HYDROLUBE HP-5046D (I) UCON (TM) HYDROLU	3,00	L	003	1	L0031
230324	DISJUNTOR CB 1600A 3P 600V; E2.2 IEC, REF. LORAM 2	1,00	L	004	5	L0045
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	L	005	1	L0051
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	L	007	1	L0071
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	L	009	1	L0091
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	L	011	1	L0111
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	L	016	1	L0161
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	L	019	1	L0191
103196	UCON (TM) HYDROLUBE HP-5046D (I) UCON (TM) HYDROLU	4,00	L	020	1	L0201
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	L	022	1	L0221
B35120	B35120-BOMBA D'AGUA 30HP, REF. LORAM B35120, PARA	1,00	L	024	2	L0242
ZTLC07010005	ZTLC07010005-REBOLO DE ESMERILHAMENTO DE ALUMINA E	10,00	L	024	2	L0242
40347	PNEU 275/80R22,5 MICHELLIN DIRECIONAL PNEU 275/80	2,00	L	025	2	L0252
41418	PNEU 275/80R22,5 MICHELLIN TRACAO PNEU 275/80 R22,	2,00	L	025	2	L0252
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	M	002	1	M0021
45391	PRENSA HIDRAULICA 30 TON. MPH-30 MARCON	1,00	M	002	3	M0023
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	M	004	1	M0041
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	M	005	1	M0051
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	M	006	1	M0061
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	M	010	1	M0101
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	M	016	1	M0161
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	M	019	1	M0191
122845	ELEMENT AIR FILTER  PRIMARY 7 - AF25544 - FILTRO D	20,00	M	020	6	M0206
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	M	022	1	M0221
122845	ELEMENT AIR FILTER  PRIMARY 7 - AF25544 - FILTRO D	25,00	M	022	6	M0226
A37033	VALVULA ESFERICA 1.50 NPT, BRONZE 600PSI, REF. LOR	2,00	N	001	1	N0011
145280	CONECTOR PLUGUE 2P+G, DIN 43650, REF. LORAM 145280	84,00	N	001	1	N0011
160309	ROLAMENTO FLANGE 4 PARAFUSOS 1,00 DIAMETRO DO EIXO	2,00	N	001	1	N0011
206263	CONJUNTO CABO MONTADO 15 PES DE FEEDBACK, BLINDADO	27,00	N	002	1	N0021
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	N	003	1	N0031
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	N	004	1	N0041
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	N	007	1	N0071
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	N	008	1	N0081
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	N	010	1	N0101
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	N	011	1	N0111
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	N	011	1	N0111
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	N	013	1	N0131
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	N	014	1	N0141
03.96.384	BOTINA CADARCO 50B29C PAP MEX SRV 41 BOTINA AMAR B	4,00	N	017	1	N0171
18626	ABAFADOR 3M CONCHA MUFFLER VM 21 DB - CA 14235 KIT	18,00	N	017	1	N0171
34128	BOTINA CADARCO 50B29C PAP MEX SRV 40 BOTINA AMAR B	4,00	N	017	1	N0171
53121	JOELHEIRA DE PROTECAO - PROTECAO DE PASTICO, RESIS	24,00	N	017	1	N0171
68.02.001	PERNEIRA COURO 3 TALAS S/FURO VELCRO PERNEIRA PREM	50,00	N	017	1	N0171
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	N	018	1	N0181
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	N	021	1	N0211
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	N	022	1	N0221
122845	ELEMENT AIR FILTER  PRIMARY 7 - AF25544 - FILTRO D	13,00	N	029	6	N0296
