MATERIAL	DESC_MAT	QTDE	X	Y	Z	ENDERECO
127273	127273-DIODO DE POLARIDADE PADRAO RESPONSAVEL PELA	1,00	A	028	2	A0282
127274	127274-DIODO COM POLARIDADE REVERSA PARA MAQUINA F	1,00	A	028	2	A0282
127532	127532-MANOMETRO DUPLEX (BC-BP), ESCALA DUAL PSI E	1,00	A	028	2	A0282
128079	PLC CABLE ANALOG 39 IN.; PLC MOD TO IFM PLC CABLE	1,00	A	028	2	A0282
128434	128434-CONJUNTO DO MODULO, C/ EIXO DO MOTOR CONICO	15,00	A	028	2	A0282
129189	129189-CONECTOR COAXIAL DE CRIMPAGEM PARA MAQUINA	3,00	A	028	2	A0282
129197	129197-ADAPTADOR EM T, 04FX04MX04M, PARA USO EM VE	1,00	A	028	2	A0282
129420	CONTADOR DS 480V CONTADOR DS 480V CONTADOR DS 480V	1,00	A	028	2	A0282
129421	ALCA SELETORA VERM/AMAR NEMA 4X ALCA SELETORA VERM	1,00	A	028	2	A0282
129423	EIXO DS PARA PUNHO EIXO DS PARA PUNHO EIXO DS PARA	1,00	A	028	2	A0282
131682	131682-INTERRUPTOR DE PRESSAO MODELO PSI 360 A 170	1,00	A	028	2	A0282
134374	ANEL EM "O" 3.237ID X 0.103CS AS568-152 70DURO BUN	2,00	A	028	2	A0282
134820	134820-MANOMETRO 0-15 WC 2X SPDT OUTPUTS PARA MAQU	1,00	A	028	2	A0282
135814	135814-MANOMETRO INDICADOR PARA USO NO SETOR FERRO	1,00	A	028	2	A0282
139211	139211-PARAFUSO SOQUETE - HD SHLDR 0.38 - 16 NCX 2	15,00	A	028	2	A0282
139212	139212-PARAFUSO SEXTAVADO DE ACO PARA USO EM MAQUI	13,00	A	028	2	A0282
140479	140479-KIT DE VEDACAO D05, PLACA DE VEDACAO COM O-	2,00	A	028	2	A0282
142571	PARAFUSO CABECA HEXAGONAL M20X2.50X220 GR10.9, ZIN	1,00	A	028	2	A0282
143523	143523-CONECTOR TIPO RJ PARA MAQUINA FERROVIARIA 1	3,00	A	028	2	A0282
145280	CONECTOR PLUGUE 2P+G, DIN 43650, REF. LORAM 145280	2,00	A	028	2	A0282
145476	145476-DIODO POLARIDADE PADRAO PARA USO NO SETOR F	1,00	A	028	2	A0282
145477	145477-DIODO POLARIDADE REVERSA PARA USO NO SETOR	1,00	A	028	2	A0282
147013	DISJUNTOR CB 25A 2P 480V, 30MA PROTECAO GFI, REF.	10,00	A	028	2	A0282
147996	147996-VALVULA DIRECIONAL 5000PSI 5GPM, HYD 2P4W D	3,00	A	028	2	A0282
148196	148196-VALVULA DE FLUXO MODELO 3000PSI 26GPM PARA	1,00	A	028	2	A0282
149424	149424-RELE 24 VDC 4PDT, PARA USO EM VEICULO FERRO	1,00	A	028	2	A0282
156742	156742-SENSOR DE LIMITE 1NO 1NC, EMBOLO SUPERIOR R	3,00	A	028	2	A0282
157056	157056-PARAFUSO DE OMBRO DE ACO PARA USO EM MAQUIN	5,00	A	028	2	A0282
157290	157290-TRANSDUTOR DE PRESSAO 3000PSI, 26GPM, REF.	1,00	A	028	2	A0282
157935	157935-ESFERA DE REBOQUE RESPONSAVEL PELA LIGACAO	1,00	A	028	2	A0282
158156	158156-CILINDRO HIDRAULICO 1.50BX1.00R 3.25S EYE X	1,00	A	028	2	A0282
159375	159375-PARAFUSO DE ACO - HD SHLDR 0.75 - 10 NCX 3.	3,00	A	028	2	A0282
159713	159713-VALVULA DE DIAFRAGMA 1,00, SEM MOLA PARA US	2,00	A	028	2	A0282
160309	ROLAMENTO FLANGE 4 PARAFUSOS 1,00 DIAMETRO DO EIXO	1,00	A	028	2	A0282
160364	160364-ACIONAMENTO DO EIXO, CONJUNTO DE TRANSPORTA	1,00	A	028	2	A0282
160365	160365-SELO TIPO FLANGE RETIRADO 1,00 DIAMETRO DO	2,00	A	028	2	A0282
160499	VALVULA 4 VIAS SINGLE SOL W/DIN CONECTOR, REF. LOR	1,00	A	028	2	A0282
161612	161612-MODULO MANIFOLD PARA VALVULAS PARA MAQUINA	1,00	A	028	2	A0282
163103	163103-CONTROLADOR DE TEMPORIZADOR DO COLETOR DE P	1,00	A	028	2	A0282
163140	163140-MANOMETRO DE NIVEL DUPLO TERMICO, COM ESPAC	1,00	A	028	2	A0282
163267	163267-VALVULA BORBOLETA 2,50 IN, SPR RETORNO PNEU	1,00	A	028	2	A0282
163268	163268-VALVULA TIPO BORBOLETA PARA USO EM VEICULO	1,00	A	028	2	A0282
163673	163673-VALVULA ESFERA REMOTO OPER NC, 12FNPT_04AIR	1,00	A	028	2	A0282
164722	164722-VALVULA DE ESFERA PARA MAQUINA FERROVIARIA	1,00	A	028	2	A0282
164761	CB 6.3A 3P 480V; 4.0-6.3A OVERLOAD CB 6.3A 3P 480V	2,00	A	028	2	A0282
165568	165568-VALVULA SOLENOIDE PARA GATE, .38 AR 24VCC U	1,00	A	028	2	A0282
169118	169118-BRACO DE ALAVANCA SENSOR DE BUGGY ACIMA RES	1,00	A	028	2	A0282
169513	169513-LAMPADA DE DESCARGA HID PARA VEICULO FERROV	1,00	A	028	2	A0282
171788	171788-PARACHOQUE 1.01,ALTURA LIVRE REF. LORAM 171	1,00	A	028	2	A0282
172110	172110-VALVULA SOLENOIDE DE PURGA, 24 VCC UTILIZAD	1,00	A	028	2	A0282
172844	172844-MODULO MANIFOLD PARA VALVULAS PARA MAQUINA	1,00	A	028	2	A0282
172994	172994-PARAFUSO DE ACO - HD 0.38-16NCX 3.50 GR8, P	2,00	A	028	2	A0282
181013	6 JIC TO CHECK VALVE ADAPTER -6 SAE - VALVULA DIRE	4,00	A	028	2	A0282
181461	PTO ADAPTER KIT - CONTROLADOR DE ENERGIA - REALIZA	2,00	A	028	2	A0282
181464	SOLAR ADAPTER KIT - KIT DO CONTROLADOR SOLAR - ENE	1,00	A	028	2	A0282
181975	HOSE ASY; LBF ADAPTER KIT; 08MORB 08FJIC; 11.25" L	4,00	A	028	2	A0282
181981	ADAPTER ASY 8FJIC 12MJIC - KIT DE ADAPTADOR PARA M	4,00	A	028	2	A0282
181990	LBF ADPTER KIT; WHEEL SENSOR; SINGLE TRACK - CONEC	2,00	A	028	2	A0282
200388	200388-PINO PIVOT 1,75 OD, INCLINACAO DO MODULO PA	1,00	A	028	2	A0282
201938	201938-BLOCO DE GRAMPO, BUCHA DE INCLINACAO UTILIZ	2,00	A	028	2	A0282
201939	MANCAL DE ACO DURO; 1.75IDX2.252ODX2.016LG, REF. L	15,00	A	028	2	A0282
203083	203083-TRANSFORMADOR DE CORRENTE, RELACAO 3000:5 P	1,00	A	028	2	A0282
205040	205040-PORCA BORBOLETA DE ACO PARA USO EM MAQUINA	1,00	A	028	2	A0282
205284	205284-RELE DE SOBRECARGA 25A PARA MAQUINA FERROVI	1,00	A	028	2	A0282
205286	205286-RELE DE SOBRECARGA 42A PARA MAQUINA FERROVI	1,00	A	028	2	A0282
206263	CONJUNTO CABO MONTADO 15 PES DE FEEDBACK, BLINDADO	2,00	A	028	2	A0282
206434	206434-TRANSDUTOR DE PRESSAO 0-20 UTILIZADO PARA M	1,00	A	028	2	A0282
207381	207381-TRAVA DE PLASTICO PARA O FILTRO DE VEICULO	1,00	A	028	2	A0282
211091	211091-TAMPA DO COMBUSTIVEL DE MAQUINA FERROVIARIA	2,00	A	028	2	A0282
229916	229916-TAMPA DE CAIXA DE JUNCAO, MOTOR MARATONA/BA	1,00	A	028	2	A0282
230409	230409-CILINDRO HIDRAULICO 1.50B X 0.75R, 7.00S RE	3,00	A	028	2	A0282
231298	231298-VALVULA ESFERA 32FNPT, BRONZE 600 PSI CWP C	1,00	A	028	2	A0282
231784	231784-DISJUNTOR DE SOLENOIDE DE FECHADA 110-220 V	1,00	A	028	2	A0282
231788	231788-DISJUNTOR CB LIBERACAO SUBVOLTAGEM, 110-120	1,00	A	028	2	A0282
231830	231830-VALVULA ESFERICA 16 FNPT, BRONZE 600 PSI CW	2,00	A	028	2	A0282
232082	232082-VALVULA ESFERICA 12 FNPT, BRONZE 600 PSI CW	2,00	A	028	2	A0282
232122	232122-VALVULA ESFERICA DE BRONZE, COM ROSCA TIPO	2,00	A	028	2	A0282
234995	FILTRO DE OLEO LUBRIFICANTE DO MOTOR PARA USO EM M	7,00	A	028	2	A0282
234996	234996-ROTOR DE SERVICO DO CENTRIFUGADOR DE MAQUIN	2,00	A	028	2	A0282
240078	DISJUNTOR 60A 3P 600V, XT1 ADJ CASE MOLDADO DISJUN	1,00	A	028	2	A0282
240397	DISJUNTOR 200A 3P 600V, XT4 ADJ CASE MOLDADO DISJU	1,00	A	028	2	A0282
241831	241831-HASTE, FIM DO TRADO RESPONSAVEL PELO DESCAR	1,00	A	028	2	A0282
245881	245881-BOTAO INTERRUPTOR PARA MAQUINA FERROVIARIA	1,00	A	028	2	A0282
255115	255115-CAMERA DE VIDEO 2.1MP HD, SAIDAS HD-ANALOG	1,00	A	028	2	A0282
36765	DISJUNTOR CB 16A 2 P 480V, REF. LORAM 124236, PARA	2,00	A	028	2	A0282
36943	MODULO DE CONTROLE 24VDC R193EIO6324D MODULO DE CO	10,00	A	028	2	A0282
70.01.159	LUVA ANSELL ANTI IMPACTO 48-205 T 8 (72) LUVA DE C	1,00	A	028	2	A0282
147994	147994 - VALVULA DIRECIONAL, PROPOCIONAR O FLUXO D	3,00	A	028	3	A0283
207052	207052-FILTRO DE PAPEL 4", 16 X 20 RESPONSAVEL PEL	30,00	A	028	3	A0283
229493	229493-TRANSDUTOR DE PRESSAO PARA MAQUINA FERROVIA	1,00	A	028	3	A0283
206959	206959-FILTRO DE AR, UTILIZADO PARA FILTRAGEM DE A	38,00	A	028	4	A0284
B35120	B35120-BOMBA D'AGUA 30HP, REF. LORAM B35120, PARA	1,00	A	029	2	A0292
253107	253107-EXAUSTOR SOPRADOR CENTRIFUGO DO MOTOR PARA	1,00	A	029	3	A0293
A48638	A48638-MANGUEIRA DE BORRACHA COM ACESSORIOS PARA U	1,00	A	029	4	A0294
A65423	A65423-SAPATA DE FREIO PARA MAQUINA FERROVIARIA A6	4,00	A	029	4	A0294
100663-0036.50	100663-0036.50-MANGUEIRA DE BORRACHA COM ACESSORIO	1,00	A	029	4	A0294
100663-0048.00	100663-0048.00-MANGUEIRA DE BORRACHA COM ACESSORIO	1,00	A	029	4	A0294
113604	113604-CILINDRO HIDRAULICO,RESPONSAVEL POR REALIZA	1,00	A	029	4	A0294
114722-0031.00	114722-0031.00-MANGUEIRA DE BORRACHA COM CONEXOES	3,00	A	029	4	A0294
114722-0042.00	114722-0042.00-MANGUEIRA DE BORRACHA COM ACESSORIO	2,00	A	029	4	A0294
114722-0106.00	114722-0106.00-MANGUEIRA DE BORRACHA COM CONEXOES	2,00	A	029	4	A0294
129635-0036.00	129635-0036.00-MANGUEIRA,RESPONSAVEL POR REALIZAR	3,00	A	029	4	A0294
129635-0048.00	129635-0048.00-MANGUEIRA CURTA COM CONEXOES, REF.	3,00	A	029	4	A0294
129635-0054.00	129635-0054.00-MANGUEIRA DE BORRACHA COM CONEXOES	3,00	A	029	4	A0294
132463	132463-SAPATA DE FREIO PARA MAQUINA FERROVIARIA 13	6,00	A	029	4	A0294
134567	134567-SAPATA DE FREIO PARA MAQUINA FERROVIARIA 13	3,00	A	029	4	A0294
158151	SUPORTE DO BRACO DE ALAVANCA; BLOQUEIO DE BUGGY, R	1,00	A	029	4	A0294
174513	174513-MOLA DE GAS,RESPONSAVEL POR REALIZAR O CONT	5,00	A	029	4	A0294
176705	176705-OLEO LUBRIFICANTE SINTETICO PARA FRICCAO DE	4,00	A	029	4	A0294
62811	AR-CONDICIONADO SPLIT CASSETE ELGIN PLUS 18000 BTU	1,00	A	029	5	A0295
63839	EVAP CASSETE 45KPFI18B2NB 18000 FR ELGIN EVAP CASS	2,00	A	029	5	A0295
63845	GRELHA CASSETE 45KPZP01B2DC ELGIN GRELHA CASSETE 4	2,00	A	029	5	A0295
C94503	CALCO DE RODA FERROVIARIO, REF. LORAM C94503 CALCO	2,00	A	030	2	A0302
03.96.383	BOTINA CADARCO 50B29C PAP MEX SRV 36 BOTINA CADARC	3,00	A	030	2	A0302
180857	FULLY ASSEMBLED AND BOXED GF 48" BAR - CONJUNTO DA	4,00	A	030	2	A0302
181462	PUMP ASSEMBLY ADAPTER KIT - KIT DE MONTAGEM DA BOM	2,00	A	030	2	A0302
181463	CONTROL BOX ADAPTER KIT - KIT DO CONTROLADOR ELETR	1,00	A	030	2	A0302
181682	RAIL CLAMP - J BOLT ASSY - SUPORTE DE FIXACAO DA B	4,00	A	030	2	A0302
181945-SS	WDSZ WHEEL DETECTOR AND SWIVEL BRACKET; SURE SEAL	2,00	A	030	2	A0302
213561	TALHA MANUAL, 6000LB, REF. LORAM 213561 TALHA MANU	4,00	A	030	2	A0302
126293	126293-RESFRIADOR SOPRADOR LH, 5 HP RESPONSAVEL PE	1,00	A	030	3	A0303
181092	EXTERNAL HOSE ASSY; 3/4" DIA; 33 FT LONG - MANGUEI	2,00	A	030	5	A0305
181117	F/T EXTENSION CABLE; 35 FT - CABO DO SENSOR DE 35	1,00	A	030	5	A0305
181118	F/T EXTENSION CABLE; 35 FT - CABO DO SENSOR DE 35	1,00	A	030	5	A0305
181422	BAR ASSY W/O CLAMPS; MOLDED INSERT 31.7" L (0.8M)	4,00	A	030	5	A0305
181501	EXTERNAL HOSE ASSY; 3/4" DIA; 50 FT LONG - MANGUEI	1,00	A	030	5	A0305
181622	HOSE; 1/2"-25'L; -8 JIC TO -8 JIC ASSY; NON CONDUC	2,00	A	030	5	A0305
181623	1/2"-40' NON CONDUCTIVE HOSE -8 JIC TO -8 JIC ASSY	2,00	A	030	5	A0305
181624	3/4" - 20' NON CONDUCTIVE HOSE -12 JIC TO -12 JIC	2,00	A	030	5	A0305
22.06.123	CAPACETE 3M H700 AMARELO AJ. FACIL S/R S/V (5) CAP	10,00	A	030	5	A0305
26471	MESA RETANGULAR MEDIDAS 1600X740X600MM	1,00	B	003	6	B0036
34909	CADEIRA FIXA EXECUTIVA, COM BRACO	5,00	B	007	6	B0076
35889	BORRACHA (PASTILHA DE FREIO) 1193-02-0034	1,00	F	002	1	F0021
62308	RODA FERROVIARIA 350MM AAR M107 48 RC A 10 MM DE P	2,00	F	002	1	F0021
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	G	009	1	G0091
245424	VALVOLINE TURBO DIESEL E780 15W40 CI4 20L VALVOLIN	7,00	G	009	2	G0092
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	G	012	1	G0121
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	G	013	1	G0131
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	G	021	1	G0211
52936	CAPACETE V-GARD CLASSE B TIPO II BRANCO, LOGO LORA	15,00	G	021	2	G0212
52959	CAPACETE V-GARD CLASSE B TIPO II LARANJADO, LOGO L	1,00	G	021	2	G0212
52971	FILTRO PARA PROTECAO RESPIRATORIA CONTRA PARTICULA	10,00	G	021	2	G0212
52994	LUVA DE PROTECAO CONTRA AGENTES TERMICOS E MECANIC	90,00	G	021	2	G0212
53002	LUVA DE PROTECAO PARA PRODUTOS QUIMICOS LUVA NITRI	15,00	G	021	2	G0212
53048	LUVAS EM NYLON E ELASTANO RECOBERTA EM NITRIO LUVA	50,00	G	021	2	G0212
53077	LUVAS EM NYLON E ELASTANO RECOBERTA EM NITRIO LUVA	18,00	G	021	2	G0212
73.01.092	MACACAO EDGE 67-200 MOD 111 S (P) MACACAO TYVEK DU	62,00	G	021	2	G0212
73.01.093	MACACAO EDGE 67-200 MOD 111 M (M) MACACAO TYVEK DU	48,00	G	021	2	G0212
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	G	024	1	G0241
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	H	003	1	H0031
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	H	013	1	H0131
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	H	018	1	H0181
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	H	020	1	H0201
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	H	021	1	H0211
181926	TRACK MAT SET; LIGHT DUTY; 3 PCS; 1-58 IN 2-19 IN	2,00	H	023	3	H0233
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	I	001	1	I0011
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	I	004	1	I0041
34023	FILTRO CARTUCHO THERMOWEB P034015-016-190 ELEMENTO	19,00	I	004	7	I0047
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	I	005	1	I0051
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	I	007	1	I0071
245424	VALVOLINE TURBO DIESEL E780 15W40 CI4 20L VALVOLIN	20,00	I	009	2	I0092
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	I	010	1	I0101
114724-0041.00	114724-0041.00-MANGUEIRA DE BORRACHA COM ACESSORIO	2,00	I	010	3	I0103
114724-0126.00	114724-0126.00-MANGUEIRA DE BORRACHA MONTADA 06 08	3,00	I	010	3	I0103
114726-0024.00	114726-0024.00-MANGUEIRA DE BORRACHA COM ACESSORIO	2,00	I	010	3	I0103
114726-0030.00	114726-0030.00-MANGUEIRA DE BORRACHA COM ACESSORIO	2,00	I	010	3	I0103
134832	134832-TRANSFORMADOR MODELO 5KVA, 240X480-120/240V	1,00	I	010	3	I0103
162002	162002-SUPORTE DE INCLINACAO DE ACO PARA MAQUINA F	2,00	I	010	3	I0103
166248	166248-MANGUEIRA DE BORRACHA COM ACESSORIOS PARA U	1,00	I	010	3	I0103
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	I	012	1	I0121
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	I	013	1	I0131
A28749	A28749-VALVULA RELE J-1, UTILIZADA EM SISTEMAS DE	1,00	I	013	4	I0134
126294	126294-RESFRIADOR SOPRADOR RH, 5 HP RESPONSAVEL PE	1,00	I	013	4	I0134
16491	OCULOS DE PROTECAO INCOLOR OCULOS SEG SOLUS 1000 T	154,00	I	014	2	I0142
234387	ELEMENTO FILTRANTE, DBE-10, REF. LORAM 234387, PAR	3,00	I	014	2	I0142
24118	EXTINTOR ABC 4 KG EXTINTOR PQS ABC 04 KG	4,00	I	014	2	I0142
48120	PROTETOR AURICULAR PROTETOR AUDITIVO 1290 VERDE PE	160,00	I	014	2	I0142
53002	LUVA DE PROTECAO PARA PRODUTOS QUIMICOS LUVA NITRI	29,00	I	014	2	I0142
53019	LUVA DE PROTECAO PARA PRODUTOS QUIMICOS LUVA NITRI	38,00	I	014	2	I0142
53025	LUVA DE PROTECAO PARA PRODUTOS QUIMICOS LUVA NITRI	18,00	I	014	2	I0142
53031	LUVA DE PROTECAO PARA PRODUTOS QUIMICOS LUVA NITRI	38,00	I	014	2	I0142
53054	LUVAS EM NYLON E ELASTANO RECOBERTA EM NITRIO LUVA	13,00	I	014	2	I0142
169932	169932-FILTRO DE AR DE PAPEL PLISSADO PARA MAQUINA	10,00	I	016	1	I0161
35961	OLEO DO SISTEMA HIDRAULICO ISO VG 68	100,00	I	016	1	I0161
38758	KIT DE PRIMEIROS SOCORROS EM MALETA PLASTICA ABAIX	1,00	I	016	1	I0161
58637	ATADURA DE CREPOM 13 FIOS 10CM X 1,8M ATADURA DE C	1,00	I	016	1	I0161
58643	ATADURA DE CREPOM 13 FIOS 15CM X 1,8M ATADURA DE C	1,00	I	016	1	I0161
58650	COMPRESSA GAZE 7,5X7,5 ESTERIL - PACOTE COM 10 UNI	2,00	I	016	1	I0161
58666	CURATIVOS FLEXIVEIS 10 UNIDADES CURATIVOS FLEXIVEI	1,00	I	016	1	I0161
58672	ESPARADRAPO BRANCO 5CM X 4,5M ESPARADRAPO BRANCO 5	1,00	I	016	1	I0161
58689	FITA CIRURGICA MICROPOROSA HIPOALERGENICA 25MM X 1	1,00	I	016	1	I0161
58695	LANTERNA DE PUPILA - CONSTAMED LANTERNA DE PUPILA	1,00	I	016	1	I0161
58703	COBERTOR MANTA TERMICA ALUMINIZADA PARA RESGATE AD	1,00	I	016	1	I0161
58710	MASCARA DE RCP DESCARTAVEL UNITARIO MASCARA DE RCP	2,00	I	016	1	I0161
58726	OCULOS FENIX DA14500 INCOLOR - DANNY OCULOS FENIX	1,00	I	016	1	I0161
58732	PINCA ANATOMICA DE DISSECCAO (16 CM) DENTE DE RATO	1,00	I	016	1	I0161
58749	TESOURA DE RESGATE LISTER CORTA VESTES - PRETA 18	1,00	I	016	1	I0161
58755	LUVA CIRURGICA ESTERIL DE LATEX PAR 7.5 - MEDIX BR	1,00	I	016	1	I0161
58761	LUVA CIRURGICA ESTERIL DE LATEX PAR 8.5 - MEDIX BR	1,00	I	016	1	I0161
58778	MALETA PRIMEIROS SOCORROS (M) 24,2X16X13CM - VAZIA	1,00	I	016	1	I0161
58784	BANDAGEM TRIANGULAR M 1,00 X 1,00 X 1,40 CM BANDAG	1,00	I	016	1	I0161
58791	TERMOMETRO RIGIDO DIGITAL BIOLAND TERMOMETRO RIGID	1,00	I	016	1	I0161
58809	TALA MOLDAVEL EM ALUMINIO E ESPUMA PARA DEDO 10 X	1,00	I	016	1	I0161
63977	CHAVE DE BOCA 110MM PIN DIST CHAVE FIXA BATER 110M	1,00	I	016	1	I0161
63978	CHAVE DE BOCA 120MM PIN DIST CHAVE FIXA BATER 120M	1,00	I	016	1	I0161
245424	VALVOLINE TURBO DIESEL E780 15W40 CI4 20L VALVOLIN	20,00	I	016	2	I0162
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	I	017	1	I0171
B86483	ELEMENTO FILTRANTE K25, REF. LORAM B86483, PARA US	7,00	I	018	1	I0181
101472	DISJUNTOR 32A 1 P 480 V, REF. LORAM 101472 DISJUNT	2,00	I	018	1	I0181
115379	DISJUNTOR CB 40A 1 P 480V, REF. LORAM 115379, PARA	6,00	I	018	1	I0181
115380	DISJUNTOR CB 20A 1 P 480V, REF. LORAM 115380, PARA	2,00	I	018	1	I0181
116399	DISJUNTOR CB 63A 1 P 480V, REF. LORAM 116399, PARA	2,00	I	018	1	I0181
117420	DISJUNTOR 13A 1P 480V, REF. LORAM 117420 PROTETOR	2,00	I	018	1	I0181
123703	RELAY 24VDC 1 DIN RAIL; SPDT TERMINAL BLOCK RELAY	1,00	I	018	1	I0181
148465	148465-FILTRO DE OLEO DO COMPRESSOR PARA USO NO SE	6,00	I	018	1	I0181
148465	148465-FILTRO DE OLEO DO COMPRESSOR PARA USO NO SE	13,00	I	018	1	I0181
159498	FILTRO DE AR PARA ELIMINAR CONTAMINACAO POR OLEO N	7,00	I	018	1	I0181
159498	FILTRO DE AR PARA ELIMINAR CONTAMINACAO POR OLEO N	9,00	I	018	1	I0181
159498	FILTRO DE AR PARA ELIMINAR CONTAMINACAO POR OLEO N	8,00	I	018	1	I0181
42961	DESINCRUSTADOR PNEUMATICO 2 EM 1 COM HASTE DE 1/2	1,00	I	018	1	I0181
34023	FILTRO CARTUCHO THERMOWEB P034015-016-190 ELEMENTO	27,00	I	018	7	I0187
113909	113909-ARO DA RODA-16 POLEGADAS PARA USO EXCLUSIVA	5,00	I	020	3	I0203
03.96.384	BOTINA CADARCO 50B29C PAP MEX SRV 41 BOTINA AMAR B	19,00	I	021	2	I0212
03.96.385	BOTINA CADARCO 50B29C PAP MEX SRV 42 BOTINA AMAR B	23,00	I	021	2	I0212
03.96.386	BOTINA CADARCO 50B29C PAP MEX SRV 43 BOTINA AMAR B	17,00	I	021	2	I0212
34128	BOTINA CADARCO 50B29C PAP MEX SRV 40 BOTINA AMAR B	19,00	I	021	2	I0212
144591	REBOLO T02 260,0X76,2X152,40 NZ14/9ZBX384C10V	90,00	I	022	1	I0221
124337	124337 - MANOMETRO DE PRESSAO, UTILIZADO NO MONITO	4,00	I	022	5	I0225
128080	PLC CABLE ANALOG 39 IN.; PLC MOD TO IFM PLC CABLE	26,00	I	022	5	I0225
22.02.124	PROTETOR FACIAL FGF 700 P/ CAPACET HB004413090 (6)	5,00	I	022	5	I0225
49.01.016	JOELHEIRA P/ PATINACAO TAM GR JOELHEIRA P/ PATINAC	10,00	I	022	5	I0225
68.02.001	PERNEIRA COURO 3 TALAS S/FURO VELCRO PERNEIRA PREM	6,00	I	022	5	I0225
73.01.092	MACACAO EDGE 67-200 MOD 111 S (P) MACACAO TYVEK DU	6,00	I	022	5	I0225
27223	BOTINA CADARCO 50B29C PAP MEX SRV 39 BOTINA AMAR B	18,00	I	023	1	I0231
03.96.378	BOTINA CADARCO 50B29C PAP MEX SRV 36 BOTINA AMAR B	8,00	I	023	2	I0232
03.96.387	BOTINA CADARCO 50B29C PAP MEX SRV 44 BOTINA AMAR B	7,00	I	023	2	I0232
27201	BOTINA CADARCO 50B29C PAP MEX SRV 37 BOTINA AMAR B	8,00	I	023	2	I0232
27217	BOTINA CADARCO 50B29C PAP MEX SRV 38 BOTINA AMAR B	13,00	I	023	2	I0232
35748	BOTINA CADARCO 50B29C PAP MEX 38 BOTINA AMAR BIQ C	3,00	I	023	2	I0232
45505	LANTERNA 7 LEDS RECARREGAVEL BIVOLT LRV 180 LANTER	20,00	I	023	2	I0232
A28766	A28766-LUZ DE EMERGENCIA ESTROBO PARA MAQUINA FERR	1,00	I	023	4	I0234
A34785	CONTATOR, 1200 AMP. REF. LORAM A34785, PARA USO EM	1,00	I	023	4	I0234
102577	102577-ADITIVO REFRIGERANTE A BASE DE ETILENO GLIC	25,00	I	023	4	I0234
106504	106504-BOMBA HIDRAULICA DE PISTAO, C4 FLANGE 14T S	1,00	I	023	4	I0234
113807	113807-CONJUNTO DE RODAS PARA USO EM ESMERILHADORA	1,00	I	023	4	I0234
127132	127132-INTERRUPTOR DE DESCONECCAO 3P 60A 1NO, NAO	1,00	I	023	4	I0234
127780	127780-INTERRUPTOR ELETRICO 3T 100A PARA USO NO SE	1,00	I	023	4	I0234
136247	136247-STONE STOP, MONTADO NO EIXO DO MOTOR UTILIZ	5,00	I	023	4	I0234
226696	226696-STARTER MOTOR PARA USO NO SETOR FERROVIARIO	1,00	I	023	4	I0234
B86483	ELEMENTO FILTRANTE K25, REF. LORAM B86483, PARA US	2,00	I	023	5	I0235
03.96.37	BOTINA CADARCO 50B29C PAP MEX SRV 35 BOTINA AMAR B	8,00	I	023	5	I0235
18626	ABAFADOR 3M CONCHA MUFFLER VM 21 DB - CA 14235 KIT	26,00	I	023	5	I0235
214968	FUEL FILTER  SPIN ON 5 - P568666 - FILTRO COMBUSTI	24,00	I	023	5	I0235
53090	PROTETOR SOLAR FPS 60 COM REPELENTE 120G PROTETOR	44,00	I	023	5	I0235
A84465	RELE TEMPORIZADOR 120VAC RELE DE TEMPORIZACAO BASE	6,00	I	024	2	I0242
107390	107390-RELE 24VOLTS CORRENTE CONTINUA PADRAO LAMIN	1,00	I	024	2	I0242
38391	CONJUNTO IMPERMEAVEL VIS P	7,00	I	024	2	I0242
38391	CONJUNTO IMPERMEAVEL VIS P	22,00	I	024	2	I0242
38391	CONJUNTO IMPERMEAVEL VIS P	6,00	I	024	2	I0242
38391	CONJUNTO IMPERMEAVEL VIS P	15,00	I	024	2	I0242
38391	CONJUNTO IMPERMEAVEL VIS P	14,00	I	024	2	I0242
